timestamp_utc,timestamp_et,session_date_et,ticker,open,high,low,close
2026-08-31T17:14:00Z,2026-08-31T13:14:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:14:00Z,2026-08-31T13:14:00-04:00,2026-08-31,^TYX,5.255000,5.255000,5.254000,5.254000
2026-08-31T17:15:00Z,2026-08-31T13:15:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:15:00Z,2026-08-31T13:15:00-04:00,2026-08-31,^TYX,5.254000,5.254000,5.254000,5.254000
2026-08-31T17:16:00Z,2026-08-31T13:16:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.754000,4.754000
2026-08-31T17:16:00Z,2026-08-31T13:16:00-04:00,2026-08-31,^TYX,5.254000,5.254000,5.253000,5.253000
2026-08-31T17:17:00Z,2026-08-31T13:17:00-04:00,2026-08-31,^TNX,4.754000,4.754000,4.754000,4.754000
2026-08-31T17:17:00Z,2026-08-31T13:17:00-04:00,2026-08-31,^TYX,5.253000,5.253000,5.253000,5.253000
2026-08-31T17:18:00Z,2026-08-31T13:18:00-04:00,2026-08-31,^TNX,4.754000,4.756000,4.754000,4.756000
2026-08-31T17:18:00Z,2026-08-31T13:18:00-04:00,2026-08-31,^TYX,5.253000,5.254000,5.253000,5.253000
